PeriodStart,Dhi,Dni,Ghi
2020-09-21T00:00:00Z,0,0,0
2020-09-21T00:15:00Z,0,0,0
2020-09-21T00:30:00Z,0,0,0
2020-09-21T00:45:00Z,0,0,0
2020-09-21T01:00:00Z,0,0,0
2020-09-21T01:15:00Z,0,0,0
2020-09-21T01:30:00Z,0,0,0
2020-09-21T01:45:00Z,0,0,0
2020-09-21T02:00:00Z,0,0,0
2020-09-21T02:15:00Z,0,0,0
2020-09-21T02:30:00Z,0,0,0
2020-09-21T02:45:00Z,0,0,0
2020-09-21T03:00:00Z,0,0,0
2020-09-21T03:15:00Z,0,0,0
2020-09-21T03:30:00Z,0,0,0
2020-09-21T03:45:00Z,0,0,0
2020-09-21T04:00:00Z,0,0,0
2020-09-21T04:15:00Z,0,0,0
2020-09-21T04:30:00Z,0,0,0
2020-09-21T04:45:00Z,0,0,0
2020-09-21T05:00:00Z,0,0,0
2020-09-21T05:15:00Z,0,0,0
2020-09-21T05:30:00Z,9,31,11
2020-09-21T05:45:00Z,22,162,36
2020-09-21T06:00:00Z,33,315,66
2020-09-21T06:15:00Z,42,400,100
2020-09-21T06:30:00Z,50,470,137
2020-09-21T06:45:00Z,57,528,175
2020-09-21T07:00:00Z,63,576,213
2020-09-21T07:15:00Z,69,617,251
2020-09-21T07:30:00Z,73,652,289
2020-09-21T07:45:00Z,78,681,326
2020-09-21T08:00:00Z,81,707,362
2020-09-21T08:15:00Z,84,729,396
2020-09-21T08:30:00Z,87,748,428
2020-09-21T08:45:00Z,90,764,459
2020-09-21T09:00:00Z,92,779,488
2020-09-21T09:15:00Z,94,792,514
2020-09-21T09:30:00Z,96,802,538
2020-09-21T09:45:00Z,99,809,560
2020-09-21T10:00:00Z,101,815,578
2020-09-21T10:15:00Z,103,819,593
2020-09-21T10:30:00Z,104,823,606
2020-09-21T10:45:00Z,105,827,616
2020-09-21T11:00:00Z,106,829,623
2020-09-21T11:15:00Z,106,831,627
2020-09-21T11:30:00Z,106,831,627
2020-09-21T11:45:00Z,106,831,625
2020-09-21T12:00:00Z,105,829,619
2020-09-21T12:15:00Z,105,826,611
2020-09-21T12:30:00Z,104,821,599
2020-09-21T12:45:00Z,103,816,585
2020-09-21T13:00:00Z,101,809,567
2020-09-21T13:15:00Z,100,801,547
2020-09-21T13:30:00Z,98,791,524
2020-09-21T13:45:00Z,96,779,499
2020-09-21T14:00:00Z,94,765,471
2020-09-21T14:15:00Z,91,749,441
2020-09-21T14:30:00Z,88,731,408
2020-09-21T14:45:00Z,85,710,375
2020-09-21T15:00:00Z,81,685,339
2020-09-21T15:15:00Z,77,657,302
2020-09-21T15:30:00Z,72,624,265
2020-09-21T15:45:00Z,67,585,226
2020-09-21T16:00:00Z,61,539,188
2020-09-21T16:15:00Z,54,484,150
2020-09-21T16:30:00Z,46,419,112
2020-09-21T16:45:00Z,37,340,77
2020-09-21T17:00:00Z,30,116,40
2020-09-21T17:15:00Z,12,0,12
2020-09-21T17:30:00Z,1,0,1
2020-09-21T17:45:00Z,0,0,0
2020-09-21T18:00:00Z,0,0,0
2020-09-21T18:15:00Z,0,0,0
2020-09-21T18:30:00Z,0,0,0
2020-09-21T18:45:00Z,0,0,0
2020-09-21T19:00:00Z,0,0,0
2020-09-21T19:15:00Z,0,0,0
2020-09-21T19:30:00Z,0,0,0
2020-09-21T19:45:00Z,0,0,0
2020-09-21T20:00:00Z,0,0,0
2020-09-21T20:15:00Z,0,0,0
2020-09-21T20:30:00Z,0,0,0
2020-09-21T20:45:00Z,0,0,0
2020-09-21T21:00:00Z,0,0,0
2020-09-21T21:15:00Z,0,0,0
2020-09-21T21:30:00Z,0,0,0
2020-09-21T21:45:00Z,0,0,0
2020-09-21T22:00:00Z,0,0,0
2020-09-21T22:15:00Z,0,0,0
2020-09-21T22:30:00Z,0,0,0
2020-09-21T22:45:00Z,0,0,0
2020-09-21T23:00:00Z,0,0,0
2020-09-21T23:15:00Z,0,0,0
2020-09-21T23:30:00Z,0,0,0
2020-09-21T23:45:00Z,0,0,0
